"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU7847","bacteria","chloroflexi","dehalococcoidia","dehalococcoidia","dehalococcoidia","dehalogenimonas","dehalogenimonas spp."
"OTU7848","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU7849","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter spp."
"OTU7850","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU7851","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas syringae"
"OTU7852","bacteria","acidobacteria","acidobacteria","acidobacteria","acidobacteria","aridibacter","acidobacteria bacterium"
"OTU7853","bacteria","actinobacteria","actinobacteria","gaiellales","gaiellaceae","gaiella","gaiella spp."
"OTU7854","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU7855","bacteria","bacteroidetes","cytophagia","cytophagales","cytophagaceae","hymenobacter","hymenobacter sp."
"OTU7856","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU7857","bacteria","proteobacteria","betaproteobacteria","hydrogenophilales","hydrogenophilaceae","thiobacillus","thiobacillus spp."
"OTU7858","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","pirellula","pirellula spp."
"OTU7859","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","prosthecomicrobium","prosthecomicrobium spp."
"OTU7860","bacteria","actinobacteria","actinobacteria","gaiellales","gaiellaceae","gaiella","gaiella spp."
"OTU7861","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU7862","archaea","thaumarchaeota","thaumarchaeota","nitrososphaerales","nitrososphaeraceae","candidatus nitrososphaera","candidatus nitrososphaera"
"OTU7863","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU7864","bacteria","proteobacteria","gammaproteobacteria","chromatiales","ectothiorhodospiraceae","ectothiorhodosinus","ectothiorhodosinus mongolicum"
"OTU7865","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","cupriavidus","cupriavidus spp."
"OTU7866","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus massiliensis"
"OTU7867","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","cupriavidus","cupriavidus spp."
"OTU7868","bacteria","proteobacteria","betaproteobacteria","hydrogenophilales","hydrogenophilaceae","thiobacillus","thiobacillus spp."
"OTU7869","bacteria","chloroflexi","thermoflexia","thermoflexales","thermoflexaceae","thermoflexus","thermoflexus hugenholtzii"
"OTU7870","bacteria","proteobacteria","deltaproteobacteria","desulfobacterales","desulfobacteraceae","desulforegula","desulforegula spp."
"OTU7871","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","chitinophaga","chitinophaga spp."
"OTU7872","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","rhizobiales","nordella","nordella oligomobilis"
"OTU7873","bacteria","firmicutes","clostridia","clostridiales","clostridiales family xvii. incertae sedis","thermaerobacter","thermaerobacter spp."
"OTU7874","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","prosthecobacter","prosthecobacter spp."
"OTU7875","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU7876","bacteria","proteobacteria","betaproteobacteria","rhodocyclales","rhodocyclaceae","azoarcus","azoarcus spp."
"OTU7877","bacteria","actinobacteria","actinobacteria","actinomycetales","intrasporangiaceae","phycicoccus","phycicoccus sp."
"OTU7878","bacteria","proteobacteria","gammaproteobacteria","oceanospirillales","oceanospirillaceae","sinobacterium","sinobacterium caligoides"
"OTU7879","bacteria","proteobacteria","gammaproteobacteria","legionellales","legionellaceae","legionella","legionella spp."
"OTU7880","bacteria","proteobacteria","deltaproteobacteria","desulfobacterales","desulfobulbaceae","desulfopila","desulfopila sp."
"OTU7881","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","prosthecobacter","prosthecobacter spp."
"OTU7882","bacteria","proteobacteria","betaproteobacteria","methylophilales","methylophilaceae","methylotenera","methylotenera spp."
"OTU7883","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus spp."
"OTU7884","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU7885","bacteria","proteobacteria","gammaproteobacteria","legionellales","coxiellaceae","aquicella","aquicella spp."
"OTU7886","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas spp."
"OTU7887","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","beijerinckiaceae","methylocella","methylocella tundrae"
"OTU7888","bacteria","firmicutes","clostridia","thermoanaerobacterales","thermoanaerobacteraceae","carboxydothermus","carboxydothermus spp."
"OTU7889","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus thiaminolyticus"
"OTU7890","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU7891","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU7892","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","solitalea","solitalea koreensis"
"OTU7893","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU7894","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU7895","bacteria","proteobacteria","betaproteobacteria","burkholderiales","oxalobacteraceae","janthinobacterium","janthinobacterium spp."
"OTU7896","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","blastomonas","blastomonas spp."
"OTU7897","bacteria","proteobacteria","alphaproteobacteria","caulobacterales","caulobacteraceae","caulobacter","caulobacter spp."
"OTU7898","bacteria","acidobacteria","acidobacteria","acidobacteria","acidobacteria","aridibacter","acidobacteria bacterium"
"OTU7899","bacteria","proteobacteria","betaproteobacteria","burkholderiales","oxalobacteraceae","herminiimonas","herminiimonas saxobsidens"
"OTU7900","bacteria","proteobacteria","deltaproteobacteria","myxococcales","kofleriaceae","kofleria","kofleria spp."
"OTU7901","bacteria","proteobacteria","deltaproteobacteria","syntrophobacterales","syntrophaceae","desulfomonile","desulfomonile spp."
"OTU7902","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU7903","bacteria","proteobacteria","gammaproteobacteria","legionellales","coxiellaceae","aquicella","aquicella spp."
"OTU7904","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas sp."
"OTU7905","bacteria","proteobacteria","deltaproteobacteria","myxococcales","polyangiaceae","polyangium","polyangium spp."
"OTU7906","bacteria","proteobacteria","deltaproteobacteria","myxococcales","anaeromyxobacteraceae","anaeromyxobacter","anaeromyxobacter spp."
"OTU7907","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU7908","bacteria","proteobacteria","gammaproteobacteria","thiotrichales","piscirickettsiaceae","cycloclasticus","cycloclasticus spp."
"OTU7909","bacteria","actinobacteria","actinobacteria","actinomycetales","nocardioidaceae","nocardioides","nocardioides spp."
"OTU7910","fungi","blastocladiomycota","blastocladiomycetes","blastocladiales","blastocladiaceae","allomyces","allomyces macrogynus"
"OTU7911","bacteria","proteobacteria","alphaproteobacteria","alphaproteobacteria","alphaproteobacteria","geminicoccus","geminicoccus roseus"
"OTU7912","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU7913","bacteria","proteobacteria","betaproteobacteria","rhodocyclales","rhodocyclaceae","azoarcus","azoarcus spp."
"OTU7914","bacteria","chloroflexi","dehalococcoidia","dehalococcoidales","dehalococcoidaceae","dehalococcoides","dehalococcoides spp."
"OTU7915","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","niastella","niastella spp."
"OTU7916","bacteria","proteobacteria","gammaproteobacteria","alteromonadales","psychromonadaceae","psychromonas","psychromonas japonica"
"OTU7917","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","phyllobacteriaceae","mesorhizobium","mesorhizobium spp."
"OTU7918","fungi","ascomycota","sordariomycetes","xylariales","amphisphaeriaceae","amphisphaeria","amphisphaeria umbrina"
"OTU7919","eukaryota","eukaryota","eukaryota","peronosporales","peronosporales","phytophthora","phytophthora infestans"
"OTU7920","bacteria","firmicutes","clostridia","clostridiales","clostridiales","natranaerovirga","natranaerovirga pectinivora"
"OTU7921","bacteria","firmicutes","clostridia","clostridiales","syntrophomonadaceae","syntrophomonas","syntrophomonas wolfei"
"OTU7922","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter sp."
"OTU7923","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU7924","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geoalkalibacter","geoalkalibacter spp."
"OTU7925","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","burkholderia","burkholderia spp."
"OTU7926","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter sp."
"OTU7927","bacteria","proteobacteria","deltaproteobacteria","bdellovibrionales","bdellovibrionaceae","bdellovibrio","bdellovibrio sp."
"OTU7928","bacteria","proteobacteria","deltaproteobacteria","desulfobacterales","desulfobacteraceae","desulfatibacillum","desulfatibacillum alkenivorans"
"OTU7929","bacteria","bacteroidetes","flavobacteriia","flavobacteriales","flavobacteriaceae","flavobacterium","flavobacterium columnare"
"OTU7930","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter spp."
"OTU7931","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","flavisolibacter","flavisolibacter spp."
"OTU7932","bacteria","chlamydiae","chlamydiia","chlamydiales","parachlamydiaceae","parachlamydia","parachlamydia acanthamoebae"
"OTU7933","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU7934","bacteria","proteobacteria","deltaproteobacteria","myxococcales","polyangiaceae","byssovorax","byssovorax spp."
"OTU7935","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","hyphomicrobium","hyphomicrobium spp."
"OTU7936","bacteria","acidobacteria","solibacteres","solibacterales","solibacteraceae","candidatus solibacter","candidatus solibacter usitatus"
"OTU7937","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","stenotrophomonas","stenotrophomonas maltophilia"
"OTU7938","bacteria","planctomycetes","phycisphaerae","phycisphaerales","phycisphaeraceae","phycisphaera","phycisphaera spp."
"OTU7939","bacteria","chloroflexi","ktedonobacteria","ktedonobacterales","ktedonobacteraceae","ktedonobacter","ktedonobacter spp."
"OTU7940","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","pilimelia","pilimelia spp."
"OTU7941","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiales","piscinibacter","piscinibacter sp."
"OTU7942","bacteria","ignavibacteriae","ignavibacteria","ignavibacteriales","melioribacteraceae","melioribacter","melioribacter spp."
"OTU7943","bacteria","proteobacteria","gammaproteobacteria","legionellales","legionellaceae","legionella","legionella spp."
"OTU7944","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","zavarzinella","zavarzinella spp."
"OTU7945","bacteria","proteobacteria","gammaproteobacteria","alteromonadales","colwelliaceae","thalassotalea","thalassomonas agarivorans"
"OTU7946","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","bradyrhizobiaceae","bradyrhizobium","bradyrhizobium spp."
"OTU7947","bacteria","cyanobacteria","cyanobacteria","prochlorales","prochlorococcaceae","prochlorococcus","prochlorococcus spp."
"OTU7948","bacteria","proteobacteria","gammaproteobacteria","legionellales","legionellaceae","legionella","legionella sp."
"OTU7949","bacteria","actinobacteria","actinobacteria","actinomycetales","actinomycetaceae","actinomyces","actinomyces spp."
"OTU7950","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU7951","bacteria","chloroflexi","chloroflexi","chloroflexi","chloroflexi","kouleothrix","kouleothrix spp."
"OTU7952","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","planctomyces","planctomyces spp."
"OTU7953","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU7954","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","prosthecobacter","prosthecobacter spp."
"OTU7955","bacteria","proteobacteria","deltaproteobacteria","desulfobacterales","desulfobulbaceae","desulfotalea","desulfotalea spp."
"OTU7956","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","acetobacteraceae","rhodovastum","rhodovastum spp."
"OTU7957","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","dokdonella","dokdonella fugitiva"
"OTU7958","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas sp."
"OTU7959","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU7960","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU7961","bacteria","firmicutes","bacilli","bacillales","planococcaceae","ureibacillus","ureibacillus suwonensis"
"OTU7962","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobia subdivision 3","pedosphaera","pedosphaera spp."
"OTU7963","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas spp."
"OTU7964","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus chitinolyticus"
"OTU7965","bacteria","proteobacteria","deltaproteobacteria","deltaproteobacteria","deltaproteobacteria","desulfocaldus","desulfocaldus spp."
